,SalePrice,OverallQual,GrLivArea,YearBuilt,OverallCond,1stFlrSF,RoofMatl_ClyTile,BsmtFinSF1,GarageArea,Condition2_PosN,BldgType_1Fam,Neighborhood_Crawfor,MSZoning_C (all),LotArea,SaleType_New,SaleCondition_Normal,Foundation_PConc,MSZoning_RM,Fireplaces,KitchenQual_Ex,Functional_Typ,Condition1_Norm,BsmtExposure_No basement,BsmtExposure_Gd,HeatingQC_Ex,ScreenPorch,Heating_Grav,Neighborhood_StoneBr,Neighborhood_NridgHt,Exterior1st_BrkFace,YearRemodAdd,WoodDeckSF,Neighborhood_MeadowV,Neighborhood_Somerst,BsmtFullBath,Neighborhood_Edwards,Functional_Maj2,LotConfig_CulDSac,CentralAir_N,CentralAir_Y,Heating_GasW,BldgType_Twnhs,PoolQC_Gd,Functional_Sev,Neighborhood_BrkSide,Exterior1st_BrkComm,GarageType_Attchd,Neighborhood_Mitchel,LandSlope_Sev,Neighborhood_ClearCr,BsmtQual_Ex,EnclosedPorch,SaleType_ConLD,Condition2_PosA,RoofMatl_Membran,Functional_Mod,BsmtUnfSF,BsmtFinSF2,Condition1_RRAe,Foundation_Stone,Fence_GdWo,Exterior1st_MetalSd,GarageType_2Types,ExterCond_TA,RoofMatl_CompShg,BsmtCond_Po
321,354000,8,2468,2004,5,1136,0,970,872,0,1,0,0,12099,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,2004,184,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,166,0,0,0,0,0,0,1,1,0
322,301000,7,2730,1986,5,1553,0,28,576,0,1,0,0,10380,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1987,201,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1474,0,0,0,0,0,1,1,0
323,126175,3,1163,1955,8,1163,0,256,220,0,1,0,0,5820,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,2005,142,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,906,0,0,0,0,0,0,0,1,0
324,242000,7,2978,1967,7,1898,0,0,564,0,1,0,0,11275,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2007,240,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710,0,0,0,0,0,0,0,0,0
325,87000,5,803,1941,6,803,0,116,360,0,1,0,0,5000,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1950,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,0,604,0,1,0,0,1,0,1,1,0
326,324000,8,1719,1993,5,1719,0,1619,473,0,0,0,0,10846,0,1,1,0,2,0,1,1,0,1,1,0,0,0,0,1,1993,122,0,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,1,0
327,145250,6,1383,1960,5,1383,0,565,292,0,1,0,0,11600,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1960,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,818,0,0,0,0,0,0,1,1,0
328,214500,6,2134,1916,6,1445,0,0,441,0,1,0,0,11888,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,268,0,0,0,0,844,0,0,0,0,0,0,1,1,0
329,78000,5,1192,1920,5,596,0,0,189,0,1,0,0,6402,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1950,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,596,0,0,0,1,0,0,1,1,0
330,119000,5,1728,1964,4,1728,0,40,352,0,0,0,0,10624,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1964,155,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1424,264,0,0,0,0,0,1,1,0
331,139000,5,1056,1958,6,1056,0,846,308,0,1,0,0,8176,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1992,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,1,1,0
332,284000,8,1629,2003,5,1629,0,1124,880,0,1,0,0,10655,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,2004,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1603,479,0,0,0,0,0,1,1,0
333,207000,7,1358,2004,5,1358,0,720,484,0,0,0,0,8198,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,2004,192,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,638,0,0,0,0,0,0,1,1,0
334,192000,6,1638,1998,5,943,0,828,472,0,1,0,0,9042,0,1,1,0,2,0,1,1,0,1,0,0,0,0,0,0,1998,100,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,1,1,0
335,228950,5,1786,1965,6,1619,0,1249,529,0,0,0,0,164660,0,1,0,0,2,0,1,1,0,1,1,0,0,0,0,0,1965,670,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,103,147,0,0,0,0,0,1,1,0
336,377426,9,1922,2005,5,1922,0,1249,676,0,1,0,0,14157,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,2006,178,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,673,0,0,0,0,0,0,1,1,0
337,214000,7,1536,2002,5,1536,0,810,532,0,1,0,0,9135,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,2003,192,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,726,0,0,0,0,0,0,1,1,0
338,202500,7,1621,1984,7,1621,0,213,440,0,1,0,0,14145,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1998,108,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,995,0,0,0,0,0,0,1,1,0
339,155000,6,1215,1958,7,1215,0,585,297,0,1,0,0,12400,0,1,0,0,0,0,1,0,0,0,0,234,0,0,0,0,1998,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,630,0,0,0,0,0,0,1,1,0
340,202900,8,1908,2002,5,993,0,0,431,0,1,0,0,14191,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,2002,135,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,967,0,0,0,0,0,0,1,1,0
341,82000,4,841,1950,4,841,0,0,294,0,1,0,0,8400,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1950,250,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,721,0,0,0,0,0,0,0,1,0
342,87500,3,1040,1949,4,1040,0,0,400,0,0,0,0,8544,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1950,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
343,266000,9,1684,2005,5,1684,0,28,564,0,0,0,0,8849,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,2005,495,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1656,0,0,0,0,1,0,1,1,0
344,85000,5,1112,1976,3,536,0,129,336,0,0,0,0,2592,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1976,182,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,175,232,0,0,0,0,0,1,1,0
345,140200,6,1577,1939,5,972,0,0,312,0,1,0,0,6435,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1950,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,972,0,0,0,0,1,0,1,1,0
346,151500,6,958,1960,8,958,0,498,301,0,1,0,0,12772,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1998,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,460,0,0,0,0,1,0,0,1,0
347,157500,6,1478,1960,5,1478,0,1270,498,0,1,0,0,17600,0,1,0,0,2,0,1,1,0,0,1,0,0,0,0,0,1960,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,1,1,0
348,154000,7,1626,2003,5,764,0,573,474,0,0,0,0,2448,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,2004,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,1,1,0
349,437154,9,2728,2005,5,1848,0,1410,706,0,1,0,0,20431,1,0,1,0,2,1,1,1,0,0,1,0,0,0,1,0,2006,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,438,0,0,0,0,0,0,1,1,0
350,318061,9,1869,2007,5,1869,0,0,617,0,0,0,0,7820,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,2007,210,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1869,0,0,0,0,1,0,1,1,0
351,190000,7,1453,1986,5,1453,0,1082,445,0,1,0,0,5271,0,0,1,0,1,0,1,1,0,1,0,184,0,0,0,0,1986,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,371,0,0,0,0,0,0,1,1,0
352,95000,5,1111,1941,6,616,0,236,200,0,1,0,0,9084,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1950,48,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,0,0,0,0,0,1,1,0
353,105900,6,720,1928,8,720,0,0,484,0,1,0,0,8520,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2003,106,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624,0,0,0,0,0,0,0,1,0
354,140000,6,1595,1940,5,1192,0,388,240,0,1,0,0,8400,0,1,0,0,2,0,1,1,0,0,1,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,108,0,0,0,0,552,0,0,0,0,0,0,1,1,0
355,177500,6,1200,1995,5,1200,0,334,521,0,1,0,0,11249,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1995,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,322,544,0,0,0,0,0,0,1,0
356,173000,6,1167,1992,6,1167,0,560,400,0,1,0,0,9248,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1992,120,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,598,0,0,0,0,0,0,1,1,0
357,134000,5,1142,1976,5,1142,0,874,528,0,0,0,0,4224,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1976,536,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,268,0,0,0,0,0,0,1,1,0
358,130000,5,1352,1958,4,1352,0,300,288,0,1,0,0,6930,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1958,168,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,294,0,0,0,0,468,294,0,0,0,0,0,1,1,0
359,280000,8,1924,1998,5,1086,0,956,592,0,1,0,0,12011,0,1,1,0,1,0,1,1,0,0,1,374,0,0,0,0,1998,208,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,1,1,0
360,156000,6,912,1978,6,912,0,773,470,0,1,0,0,7540,0,1,0,0,1,0,1,1,0,0,1,192,0,0,0,0,1978,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,1,1,0
361,145000,5,1505,1940,5,988,0,399,240,0,1,0,0,9144,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1982,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,484,0,0,0,0,1,0,1,1,0
362,198500,7,1922,2003,5,495,0,0,672,0,1,0,0,7301,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,2003,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,177,1,0,0,0,0,0,0,0,0,0,0,1,1,0
363,118000,6,987,1972,8,483,0,162,264,0,0,0,0,1680,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2007,250,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,0,0,0,0,0,0,1,1,0
364,190000,6,1574,1976,5,790,0,712,566,0,1,0,0,18800,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1976,306,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,1,1,0
365,147000,5,1344,1920,7,672,0,456,468,0,1,0,0,10690,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,216,0,0,0,0,0,0,0,1,0
366,159000,6,1394,1963,5,1394,0,609,514,0,1,0,0,9500,0,1,0,0,2,0,1,1,0,0,0,185,0,0,0,0,1963,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,785,0,0,0,0,0,0,1,1,0
367,165000,6,1431,1962,5,1431,0,371,296,0,1,0,0,9150,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1962,64,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728,0,0,0,0,0,0,1,0,0
368,132000,5,1268,1954,6,1268,0,540,244,0,1,0,0,7800,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1954,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,728,0,0,0,0,0,0,1,1,0
369,162000,5,1287,1959,7,1287,0,72,576,0,1,0,0,9830,0,1,0,0,1,0,1,1,0,0,1,182,0,0,0,0,2006,364,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733,258,0,0,0,0,0,0,1,0
370,172400,6,1664,2000,5,953,0,0,460,0,1,0,0,8121,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,2000,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,953,0,0,0,0,0,0,1,1,0
371,134432,4,1588,1959,4,1120,0,0,680,0,1,0,0,17120,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1959,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
372,125000,6,752,1984,5,752,0,623,264,0,0,0,0,7175,0,1,0,0,0,0,1,1,0,0,0,90,0,0,0,0,1984,353,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,1,1,0
373,123000,5,1319,1953,6,1319,0,428,270,0,1,0,0,10634,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1953,66,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,180,0,0,1,1,0,1,1,0
374,219500,7,1928,2003,5,847,0,0,434,0,1,0,0,8200,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,2004,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,847,0,0,0,0,0,0,1,1,0
375,61000,1,904,1922,1,904,0,350,0,0,1,0,0,10020,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1950,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,333,0,0,0,0,0,0,0,1,1
376,148000,5,914,1996,5,914,0,298,576,0,1,0,0,8846,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1996,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572,0,0,0,0,0,0,1,1,0
377,340000,8,2466,2004,5,1580,0,0,610,0,1,0,0,11143,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,2005,159,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1580,0,0,0,0,0,0,1,1,0
378,394432,9,1856,2010,2,1856,0,1445,834,0,1,0,0,11394,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,2010,113,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,411,0,0,0,0,0,0,1,1,0
379,179000,6,1800,2000,5,1007,0,0,463,0,1,0,0,8123,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,2000,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,982,0,0,0,0,0,0,1,1,0
380,127000,5,1691,1924,6,1026,0,218,308,0,1,0,0,5000,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1950,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,808,0,0,0,0,0,0,1,1,0
381,187750,7,1301,2006,5,1301,0,0,572,0,1,0,0,7200,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,2006,216,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1293,0,0,0,0,0,0,1,1,0
382,213500,7,1797,2006,5,939,0,0,639,0,1,0,0,9245,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,2006,144,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,939,0,0,0,0,0,0,1,1,0
383,76000,6,784,1928,3,784,0,0,360,0,1,0,0,9000,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1950,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,784,0,0,0,0,0,0,1,1,0
384,240000,6,1953,1992,5,1079,0,985,501,0,1,0,0,53107,0,1,1,0,2,0,1,0,0,0,1,0,0,0,0,0,1992,216,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,595,0,0,0,0,0,0,1,1,0
385,192000,8,1269,2004,5,1269,0,24,430,0,0,0,0,3182,0,1,1,0,1,0,1,1,0,0,1,144,0,0,0,0,2005,146,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1232,0,0,0,0,0,0,1,1,0
386,81000,5,1184,1910,3,658,0,0,0,0,1,0,0,8410,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1996,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658,0,0,0,0,0,0,0,1,0
387,125000,6,1125,1976,6,1125,0,631,352,0,1,0,0,7200,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1976,296,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,0,0,0,1,1,0,1,1,0
388,191000,7,1479,1999,5,1479,0,0,577,0,1,0,0,9382,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,2000,120,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1468,0,0,0,0,0,0,1,1,0
389,426000,10,2332,2007,5,1742,0,1280,846,0,1,0,0,12474,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,2008,196,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,402,0,0,0,0,0,0,1,1,0
390,119000,5,1367,1900,8,961,0,241,384,0,1,0,0,8405,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1950,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,229,391,0,0,0,1,0,1,1,0
391,215000,6,1961,2001,5,804,0,690,560,0,1,0,0,12209,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,2002,125,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,114,0,0,0,0,0,0,1,1,0
392,106500,5,882,1959,7,882,0,0,294,0,1,0,0,8339,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1959,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
393,100000,4,788,1941,5,788,0,266,0,0,1,0,0,7446,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1950,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,522,0,0,0,1,0,0,1,1,0
394,109000,5,1034,1940,6,735,0,0,240,0,1,0,0,10134,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1950,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735,0,0,0,0,1,0,1,1,0
395,129000,5,1144,1956,6,1144,0,739,596,0,1,0,0,9571,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1956,44,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,405,0,0,0,0,0,0,1,1,0
396,123000,5,894,1972,5,894,0,777,600,0,1,0,0,7200,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1972,215,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,1,0,1,1,0
397,169500,5,1812,1962,5,876,0,540,264,0,1,0,0,7590,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1962,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,324,0,0,0,0,0,0,1,1,0
398,67000,5,1077,1920,2,1077,0,0,338,0,1,0,0,8967,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1950,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,961,0,0,0,0,1,0,0,1,1
399,241000,7,1550,2006,5,1112,0,812,438,0,1,0,0,8125,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,2007,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,1,1,0
400,245500,8,1288,1996,5,1288,0,786,500,0,0,0,0,14963,0,1,1,0,2,1,1,1,0,0,1,224,0,0,0,1,1996,120,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,474,0,0,0,0,0,0,1,1,0
401,164990,7,1310,2005,5,1310,0,24,400,0,1,0,0,8767,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1286,0,0,0,0,0,0,1,1,0
402,108000,5,672,1940,8,672,0,0,240,0,1,0,0,10200,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1997,168,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672,0,0,0,0,0,0,1,1,0
403,258000,8,2263,1998,5,1165,0,0,420,0,1,0,0,12090,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1998,144,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1141,0,0,0,0,0,0,1,1,0
404,168000,6,1572,1995,5,806,0,0,373,0,1,0,0,10364,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806,0,0,0,0,1,0,1,1,0
405,150000,4,1620,1976,4,1620,0,1116,490,0,1,0,0,9991,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1993,120,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,165,0,0,0,1,0,0,1,1,0
406,115000,6,1639,1936,5,1166,0,0,240,0,1,0,0,10480,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1950,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1064,0,0,0,0,1,0,1,1,0
407,177000,6,1680,1915,7,840,0,0,308,0,1,1,0,15576,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1976,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,160,0,0,0,0,840,0,0,0,0,0,0,1,1,0
408,280000,7,2172,2006,5,1071,0,0,947,0,1,0,0,14154,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,2006,192,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1063,0,0,0,0,0,0,1,1,0
409,339750,8,2078,2007,5,1050,0,789,836,0,1,0,0,10800,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,2008,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,245,0,0,0,0,0,0,1,1,0
410,60000,5,1276,1958,3,1276,0,0,350,0,1,0,0,9571,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1958,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1276,0,0,0,0,0,0,0,1,0
411,145000,5,1056,1955,5,1056,0,1056,572,0,0,0,0,34650,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1955,264,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
412,222000,7,1478,2009,5,1478,0,578,484,0,1,0,0,4403,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,2009,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,892,0,0,0,0,1,0,1,1,0
413,115000,5,1028,1927,6,1028,0,0,360,0,1,0,0,8960,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1950,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,1008,0,0,0,0,0,0,1,1,0
414,228000,7,2097,1993,5,1080,0,50,678,0,1,0,0,11228,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1993,196,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,499,531,0,0,0,0,0,1,1,0
415,181134,7,1340,2007,5,1340,0,24,396,0,1,0,0,8899,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,2007,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1316,0,0,0,0,0,0,1,1,0
