,SalePrice,OverallQual,GrLivArea,BsmtQual_Ex,BsmtFinSF1,RoofMatl_ClyTile,YearBuilt,MSSubClass,Condition2_PosN,KitchenQual_Ex,BsmtExposure_Gd,OverallCond,SaleType_New,Neighborhood_NoRidge,LotArea,BedroomAbvGr,Neighborhood_NridgHt,Neighborhood_StoneBr,Neighborhood_Crawfor,GarageArea,RoofMatl_WdShngl,ExterQual_Ex,Functional_Typ,Neighborhood_Somerst,PoolQC_Ex,SaleCondition_Normal,Condition1_Norm,Exterior1st_BrkFace,BsmtExposure_Av,HeatingQC_Ex,Neighborhood_BrkSide,LotConfig_CulDSac,BldgType_2fmCon,Fireplaces,LowQualFinSF,KitchenAbvGr,MasVnrArea,PoolQC_Gd,Functional_Sev,Foundation_PConc,BsmtFinSF2,BsmtUnfSF,LandSlope_Sev,Neighborhood_Mitchel,Street_Grvl,Street_Pave,GarageType_No garage,GarageQual_No garage,TotRmsAbvGrd,ScreenPorch,MasVnrType_None,FireplaceQu_No FireplaceQu,WoodDeckSF,GarageQual_Ex,Condition2_PosA,RoofMatl_Membran,Condition1_RRAe,Fence_GdPrv,YearRemodAdd
365,147000,5,1344,0,456,0,1920,70,0,0,0,7,0,0,10690,3,0,0,0,468,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,216,0,0,0,1,0,0,6,0,1,1,0,0,0,0,0,0,1997
366,159000,6,1394,0,609,0,1963,20,0,0,0,5,0,0,9500,3,0,0,0,514,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0,1,247.0,0,0,0,0,785,0,0,0,1,0,0,6,185,0,0,0,0,0,0,0,0,1963
367,165000,6,1431,0,371,0,1962,80,0,0,1,5,0,0,9150,3,0,0,0,296,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,305.0,0,0,0,0,728,0,0,0,1,0,0,6,0,0,0,64,0,0,0,0,0,1962
368,132000,5,1268,0,540,0,1954,20,0,0,0,6,0,0,7800,2,0,0,0,244,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,200.0,0,0,1,0,728,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,1954
369,162000,5,1287,0,72,0,1959,20,0,0,0,7,0,0,9830,3,0,0,0,576,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0.0,0,0,0,258,733,0,0,0,1,0,0,7,182,1,0,364,0,0,0,0,0,2006
370,172400,6,1664,0,0,0,2000,60,0,0,0,5,0,0,8121,3,0,0,0,460,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0.0,0,0,1,0,953,0,0,0,1,0,0,7,0,1,0,100,0,0,0,0,0,2000
371,134432,4,1588,0,0,0,1959,50,0,0,0,4,0,0,17120,4,0,0,0,680,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,7,0,1,0,0,0,0,0,0,0,1959
372,125000,6,752,0,623,0,1984,120,0,0,0,5,0,0,7175,2,0,0,0,264,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,0,0,0,121,0,0,0,0,1,0,0,4,90,1,1,353,0,0,0,0,0,1984
373,123000,5,1319,0,428,0,1953,20,0,0,0,6,0,0,10634,3,0,0,0,270,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,0,0,1,180,0,0,0,0,1,0,0,5,0,1,1,66,0,0,0,0,0,1953
374,219500,7,1928,0,0,0,2003,60,0,0,0,5,0,0,8200,4,0,0,0,434,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0.0,0,0,1,0,847,0,0,0,1,0,0,8,0,1,0,100,0,0,0,0,0,2004
375,61000,1,904,0,350,0,1922,30,0,0,1,1,0,0,10020,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,333,1,0,0,1,1,1,4,0,1,1,0,0,0,0,0,0,1950
376,148000,5,914,0,298,0,1996,85,0,0,0,5,0,0,8846,2,0,0,0,576,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0.0,0,0,1,0,572,0,0,0,1,0,0,5,0,1,1,0,0,0,0,0,0,1996
377,340000,8,2466,0,0,0,2004,60,0,0,0,5,0,0,11143,4,0,0,0,610,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0.0,0,0,1,0,1580,0,0,0,1,0,0,8,0,1,0,159,0,0,0,0,0,2005
378,394432,9,1856,1,1445,0,2010,20,0,1,0,2,1,0,11394,1,0,1,0,834,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,350.0,0,0,1,0,411,0,0,0,1,0,0,8,0,0,0,113,0,0,0,0,0,2010
379,179000,6,1800,0,0,0,2000,60,0,0,0,5,0,0,8123,3,0,0,0,463,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,16.0,0,0,1,0,982,0,0,0,1,0,0,7,0,0,0,100,0,0,0,0,0,2000
380,127000,5,1691,0,218,0,1924,50,0,0,0,6,0,0,5000,3,0,0,0,308,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0.0,0,0,0,0,808,0,0,0,1,0,0,6,0,1,0,0,0,0,0,0,0,1950
381,187750,7,1301,0,0,0,2006,20,0,0,0,5,1,0,7200,2,0,0,0,572,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0.0,0,0,1,0,1293,0,0,0,1,0,0,5,0,1,0,216,0,0,0,0,0,2006
382,213500,7,1797,0,0,0,2006,60,0,0,0,5,0,0,9245,3,0,0,0,639,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0.0,0,0,1,0,939,0,0,0,1,0,0,8,0,1,1,144,0,0,0,0,0,2006
383,76000,6,784,0,0,0,1928,45,0,0,0,3,0,0,9000,2,0,0,0,360,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,784,0,0,0,1,0,0,5,0,1,1,0,0,0,0,0,0,1950
384,240000,6,1953,0,985,0,1992,60,0,0,0,5,0,0,53107,3,0,0,0,501,0,0,1,0,0,1,0,0,1,1,0,0,0,2,0,1,0.0,0,0,1,0,595,0,0,0,1,0,0,9,0,1,0,216,0,0,0,0,0,1992
385,192000,8,1269,0,24,0,2004,120,0,0,0,5,0,0,3182,2,0,0,0,430,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,16.0,0,0,1,0,1232,0,0,0,1,0,0,6,144,0,0,146,0,0,0,0,0,2005
386,81000,5,1184,0,0,0,1910,50,0,0,0,3,0,0,8410,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,1,0,658,0,0,0,1,1,1,8,0,1,1,0,0,0,0,0,0,1996
387,125000,6,1125,0,631,0,1976,80,0,0,0,6,0,0,7200,3,0,0,0,352,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,255.0,0,0,0,0,410,0,0,0,1,0,0,6,0,0,0,296,0,0,0,0,0,1976
388,191000,7,1479,0,0,0,1999,20,0,0,0,5,0,0,9382,3,0,0,0,577,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,125.0,0,0,1,0,1468,0,0,0,1,0,0,6,0,0,1,120,0,0,0,0,0,2000
389,426000,10,2332,1,1280,0,2007,60,0,1,0,5,1,0,12474,3,1,0,0,846,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,272.0,0,0,1,0,402,0,0,0,1,0,0,9,0,0,0,196,0,0,0,0,0,2008
390,119000,5,1367,0,241,0,1900,50,0,0,0,8,0,0,8405,4,0,0,0,384,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0.0,0,0,0,391,229,0,0,0,1,0,0,7,0,1,1,0,0,0,0,0,0,1950
391,215000,6,1961,1,690,0,2001,60,0,0,0,5,0,0,12209,3,0,0,0,560,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0.0,0,0,1,0,114,0,1,0,1,0,0,7,0,1,0,125,0,0,0,0,0,2002
392,106500,5,882,0,0,0,1959,20,0,0,0,7,0,0,8339,3,0,0,0,294,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,5,0,1,1,0,0,0,0,0,0,1959
393,100000,4,788,0,266,0,1941,30,0,0,0,5,0,0,7446,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0.0,0,0,0,0,522,0,0,0,1,1,1,4,0,1,0,0,0,0,0,0,0,1950
394,109000,5,1034,0,0,0,1940,50,0,0,0,6,0,0,10134,2,0,0,0,240,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,735,0,0,0,1,0,0,5,0,1,1,0,0,0,0,0,0,1950
395,129000,5,1144,0,739,0,1956,20,0,0,0,6,0,0,9571,3,0,0,0,596,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0.0,0,0,0,0,405,0,0,0,1,0,0,6,0,1,1,44,0,0,0,0,0,1956
396,123000,5,894,0,777,0,1972,20,0,0,0,5,0,0,7200,2,0,0,0,600,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0.0,0,0,0,0,117,0,0,0,1,0,0,6,0,1,1,215,0,0,0,0,0,1972
397,169500,5,1812,0,540,0,1962,60,0,0,0,5,0,0,7590,4,0,0,0,264,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,288.0,0,0,0,0,324,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,1962
398,67000,5,1077,0,0,0,1920,30,0,0,0,2,0,0,8967,2,0,0,0,338,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,961,0,0,0,1,0,0,6,0,1,1,0,0,0,0,0,0,1950
399,241000,7,1550,0,812,0,2006,60,0,0,0,5,0,0,8125,2,0,0,0,438,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,100.0,0,0,1,0,280,0,0,0,1,0,0,7,0,0,1,0,0,0,0,0,0,2007
400,245500,8,1288,0,786,0,1996,120,0,1,0,5,0,0,14963,1,0,0,0,500,0,0,1,0,0,1,1,1,0,1,0,0,0,2,0,1,0.0,0,0,1,0,474,0,0,0,1,0,0,4,224,1,0,120,0,0,0,0,0,1996
401,164990,7,1310,0,24,0,2005,20,0,0,0,5,1,0,8767,3,0,0,0,400,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0.0,0,0,1,0,1286,0,0,0,1,0,0,6,0,1,0,0,0,0,0,0,0,2005
402,108000,5,672,0,0,0,1940,30,0,0,0,8,0,0,10200,2,0,0,0,240,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0.0,0,0,1,0,672,0,0,0,1,0,0,4,0,1,1,168,0,0,0,0,1,1997
403,258000,8,2263,0,0,0,1998,60,0,0,0,5,0,1,12090,4,0,0,0,420,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,650.0,0,0,1,0,1141,0,0,0,1,0,0,10,0,0,0,144,0,0,0,0,0,1998
404,168000,6,1572,0,0,0,1995,60,0,0,0,5,0,0,10364,3,0,0,0,373,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0.0,0,0,1,0,806,0,0,0,1,0,0,7,0,1,0,0,0,0,0,0,0,1996
405,150000,4,1620,0,1116,0,1976,20,0,0,0,4,0,0,9991,3,0,0,0,490,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0.0,0,0,0,0,165,0,0,0,1,0,0,8,0,1,0,120,0,0,0,0,0,1993
406,115000,6,1639,0,0,0,1936,50,0,0,0,5,0,0,10480,3,0,0,0,240,0,0,0,0,0,1,1,0,0,1,0,0,0,0,473,1,0.0,0,0,0,0,1064,0,0,0,1,0,0,6,0,1,1,0,0,0,0,0,0,1950
407,177000,6,1680,0,0,0,1915,70,0,0,0,7,0,0,15576,4,0,0,1,308,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0.0,0,0,0,0,840,0,0,0,1,0,0,8,0,1,1,0,0,0,0,0,0,1976
408,280000,7,2172,1,0,0,2006,60,0,0,0,5,1,0,14154,3,1,0,0,947,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,350.0,0,0,1,0,1063,0,0,0,1,0,0,9,0,0,0,192,0,0,0,0,0,2006
409,339750,8,2078,1,789,0,2007,60,0,1,0,5,1,0,10800,3,0,0,0,836,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,100.0,0,0,1,0,245,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,2008
410,60000,5,1276,0,0,0,1958,20,0,0,0,3,0,0,9571,3,0,0,0,350,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,1276,0,0,0,1,0,0,5,0,1,1,0,0,0,0,0,0,1958
411,145000,5,1056,0,1056,0,1955,190,0,0,0,5,0,0,34650,3,0,0,0,572,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,5,0,1,1,264,0,0,0,0,0,1955
412,222000,7,1478,1,578,0,2009,20,0,0,0,5,1,0,4403,2,0,0,0,484,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,432.0,0,0,1,0,892,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,2009
413,115000,5,1028,0,0,0,1927,30,0,0,0,6,0,0,8960,2,0,0,0,360,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0.0,0,0,0,0,1008,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,1950
414,228000,7,2097,0,50,0,1993,60,0,0,0,5,0,0,11228,3,0,0,0,678,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0.0,0,0,1,531,499,0,0,0,1,0,0,9,0,1,0,196,0,0,0,0,0,1993
415,181134,7,1340,0,24,0,2007,20,0,0,0,5,1,0,8899,3,0,0,0,396,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0.0,0,0,1,0,1316,0,0,0,1,0,0,6,0,1,1,100,0,0,0,0,0,2007
416,149500,6,1400,0,209,0,1978,60,0,0,0,7,0,0,7844,3,0,0,0,440,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,203.0,0,0,0,0,463,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,1978
417,239000,6,2624,0,1128,0,1918,70,0,0,0,6,0,0,22420,4,0,0,1,864,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0.0,0,0,0,0,242,0,0,0,1,0,0,10,0,1,0,0,0,0,0,0,0,1950
418,126000,5,1134,0,312,0,1940,50,0,0,0,6,0,0,8160,3,0,0,0,240,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,444,0,0,0,1,0,0,7,0,1,1,0,0,0,0,0,0,1950
419,142000,5,1056,0,775,0,1968,20,0,0,0,6,0,0,8450,3,0,0,0,304,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0.0,0,0,0,0,281,0,0,0,1,0,0,6,0,1,0,0,0,0,0,0,0,1968
420,206300,7,1344,0,1309,0,1997,90,0,0,1,5,0,0,7060,2,0,0,0,784,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,200.0,0,0,1,0,35,0,1,0,1,0,0,8,0,0,1,0,0,0,0,0,0,1998
421,215000,6,1602,0,1246,0,1977,20,0,0,0,7,0,0,16635,3,0,0,0,529,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,126.0,0,0,0,0,356,0,0,0,1,0,0,8,0,0,0,240,0,0,0,0,0,2000
422,113000,5,988,0,0,0,1954,20,0,0,0,5,0,0,21750,2,0,0,0,520,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0,0,0,0,988,0,1,0,1,0,0,4,0,1,1,0,0,0,0,0,0,1954
423,315000,8,2630,0,986,0,1998,60,0,0,0,5,0,1,9200,4,0,0,0,696,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,473.0,0,0,1,0,484,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,1998
424,139000,6,1196,0,616,0,1956,20,0,0,0,5,0,0,9000,2,0,0,0,297,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,74.0,0,0,0,0,580,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,1956
425,135000,7,1389,0,0,0,1946,60,0,0,0,8,0,0,3378,3,0,0,0,240,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0,1,0.0,0,0,0,0,651,0,0,0,1,0,0,6,0,1,0,0,0,0,0,0,0,1992
426,275000,7,1644,0,1518,0,1989,80,0,0,1,5,0,0,12800,2,0,0,0,569,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,145.0,0,0,1,0,0,0,0,0,1,0,0,5,396,0,0,80,0,0,0,0,0,1989
427,109008,4,907,0,288,0,1957,20,0,0,0,6,0,0,8593,3,0,0,0,352,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0.0,0,0,0,0,619,0,0,0,1,0,0,5,0,1,1,0,0,0,0,0,0,1957
428,195400,7,1208,0,664,0,2007,20,0,0,0,5,1,0,6762,2,0,0,0,628,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,108.0,0,0,1,0,544,0,0,0,1,0,0,6,0,0,1,105,0,0,0,0,0,2007
429,175000,6,1412,0,1005,0,1988,20,0,0,0,5,0,0,11457,3,0,0,0,576,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0.0,0,0,0,0,387,0,0,0,1,0,0,6,0,1,0,0,0,0,0,0,0,1988
430,85400,6,987,0,387,0,1971,160,0,0,0,5,0,0,1680,2,0,0,0,264,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,232.0,0,0,0,0,96,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,1971
431,79900,6,1198,0,0,0,1920,50,0,0,0,7,0,0,5586,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,901,0,0,0,1,1,1,7,0,1,1,0,0,0,0,0,0,1998
432,122500,5,1365,0,471,0,1971,160,0,0,0,5,0,0,1920,2,0,0,0,440,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,376.0,0,0,0,0,294,0,0,0,1,0,0,6,0,0,1,240,0,0,0,0,0,1971
433,181000,6,1604,0,0,0,1997,60,0,0,0,5,0,0,10839,3,0,0,0,470,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0.0,0,0,1,0,926,0,0,0,1,0,0,7,0,1,0,0,0,0,0,0,0,1998
434,81000,4,630,0,495,0,1972,180,0,0,0,7,0,0,1890,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0.0,0,0,0,0,135,0,0,0,1,1,1,3,0,1,1,88,0,0,0,0,0,1972
435,212000,7,1661,0,385,0,1996,60,0,0,0,6,0,0,10667,3,0,0,0,550,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0.0,0,0,1,344,70,0,0,0,1,0,0,6,0,1,0,158,0,0,0,0,0,1996
436,116000,6,1118,0,0,0,1920,50,0,0,0,8,0,0,4400,2,0,0,0,440,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,648,0,0,0,1,0,0,6,0,1,1,0,0,0,0,0,0,1950
437,119000,6,904,0,0,0,1926,45,0,0,0,7,0,0,6000,2,0,0,0,180,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0.0,0,0,1,0,884,0,0,0,1,0,0,4,0,1,1,0,0,0,0,0,0,2004
438,90350,5,694,0,365,0,1913,30,0,0,0,6,0,0,4280,2,0,0,1,352,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0.0,0,0,1,0,75,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,2002
439,110000,6,1196,0,0,0,1920,50,0,0,0,8,0,0,12354,3,0,0,0,528,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,684,0,0,0,1,0,0,7,0,1,1,0,0,0,0,0,1,2000
440,555000,10,2402,1,1767,0,2008,20,0,1,1,5,0,0,15431,2,1,0,0,672,0,1,1,0,0,1,1,0,0,1,0,0,0,2,0,1,200.0,0,0,1,539,788,0,0,0,1,0,0,10,170,0,0,0,0,0,0,0,0,2008
441,118000,4,1440,0,133,0,1955,90,0,0,0,4,0,0,12108,4,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,270.0,0,0,0,0,1307,0,0,0,1,1,1,8,0,0,1,0,0,0,0,0,0,1955
442,162900,5,1573,0,0,0,1930,50,0,0,0,7,0,0,6240,3,0,0,0,360,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0.0,0,0,1,0,1078,0,0,0,1,0,0,8,0,1,0,0,0,0,0,0,0,1992
443,172500,7,1258,1,0,0,2006,120,0,0,0,5,1,0,3922,2,0,0,0,648,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,72.0,0,0,1,0,1258,0,0,0,1,0,0,6,0,0,0,144,0,0,0,0,0,2007
444,210000,7,1908,0,642,0,1994,60,0,0,0,5,0,0,8750,4,0,0,0,493,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0.0,0,0,1,0,273,0,0,0,1,0,0,8,0,1,0,144,0,0,0,0,0,1995
445,127500,6,1689,0,0,0,1956,20,0,0,0,5,0,0,9855,3,0,0,0,480,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0.0,0,0,0,0,1436,0,0,0,1,0,0,7,0,1,0,0,0,0,0,0,0,1956
446,190000,6,1888,0,247,0,1966,20,0,0,0,6,0,0,16492,2,0,0,0,578,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0.0,0,0,0,713,557,0,0,0,1,0,0,6,0,1,0,0,0,0,0,0,0,2002
447,199900,7,1886,0,0,0,1998,60,0,0,0,5,0,0,11214,4,0,0,0,431,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0.0,0,0,1,0,930,0,0,0,1,0,0,10,0,1,0,89,0,0,0,0,0,1999
448,119500,6,1376,0,0,0,1937,50,0,0,0,6,0,0,8600,3,0,0,0,198,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0.0,0,0,0,0,780,0,0,0,1,0,0,7,0,1,0,0,0,0,0,0,0,1950
449,120000,3,1183,0,331,0,1948,50,0,0,0,7,0,0,6000,2,0,0,0,308,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0.0,0,0,0,0,318,0,0,0,1,0,0,6,0,1,1,0,0,0,0,0,0,2002
450,110000,6,813,0,0,0,1930,30,0,0,0,8,0,0,5684,2,0,0,0,270,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0.0,0,0,0,0,813,0,0,0,1,0,0,5,0,1,1,0,0,0,0,0,0,2005
451,280000,7,1533,0,655,0,1975,20,0,0,1,5,0,0,70761,2,0,0,0,576,1,0,1,0,0,1,1,0,0,0,0,0,0,2,0,1,0.0,0,0,0,0,878,0,0,0,1,0,0,5,0,1,0,200,0,0,0,0,0,1975
452,204000,6,1756,1,742,0,1996,60,0,0,0,5,0,0,9303,3,0,0,0,422,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,42.0,0,0,1,0,130,0,0,0,1,0,0,7,0,0,1,144,0,0,0,0,0,1997
453,210000,8,1590,0,0,0,2008,60,0,0,0,5,0,0,9000,3,0,0,0,676,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0.0,0,0,1,0,768,0,0,0,1,0,0,6,0,1,1,0,0,0,0,0,0,2008
454,188000,5,1728,0,1606,0,1976,90,0,0,0,5,0,0,9297,4,0,0,0,560,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,0,0,0,0,122,0,1,0,1,0,0,8,0,1,1,0,0,0,0,0,0,1976
455,175500,7,1242,0,916,0,1973,20,0,0,0,6,0,0,9600,3,0,0,0,528,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,320.0,0,0,0,0,326,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,1973
456,98000,5,1344,0,0,0,1916,70,0,0,0,5,0,0,4571,4,0,0,0,513,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,624,0,0,0,1,0,0,7,0,1,1,0,0,0,0,0,0,1950
457,256000,4,1663,0,1116,0,1954,20,0,0,1,6,0,0,53227,2,0,0,0,529,0,0,0,0,0,1,1,0,0,1,0,1,0,2,0,1,0.0,0,0,0,0,248,0,0,0,1,0,0,6,0,1,0,224,0,0,0,0,0,1994
458,161000,8,1666,0,0,0,1925,70,0,0,0,7,0,0,5100,3,0,0,0,228,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0.0,0,0,1,0,588,0,0,0,1,0,0,7,0,1,0,192,0,0,0,0,0,1996
459,110000,5,1203,0,185,0,1950,50,0,0,0,4,0,0,7015,3,0,0,0,352,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,161.0,0,0,0,0,524,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,1950
460,263435,8,1935,0,544,0,2009,60,0,0,0,5,1,0,8004,3,0,0,0,552,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,110.0,0,0,1,0,288,0,0,0,1,0,0,8,0,0,1,0,0,0,0,0,0,2009
461,155000,7,1135,0,350,0,1936,70,0,0,0,9,0,0,7200,3,0,0,0,576,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0,0,1,210,0,0,0,0,1,0,0,6,0,1,1,256,0,0,0,0,0,2007
462,62383,5,864,0,553,0,1965,20,0,0,0,5,0,0,8281,3,0,0,0,360,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0.0,0,0,0,311,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,1965
463,188700,6,1660,0,326,0,1934,70,0,0,0,7,0,0,11988,3,0,0,1,240,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0.0,0,0,0,0,389,0,0,0,1,0,0,6,0,1,0,0,0,0,0,0,0,1995
464,124000,5,1040,0,616,0,1978,20,0,0,0,5,0,0,8430,3,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,136.0,0,0,0,0,424,0,0,0,1,1,1,5,0,0,1,0,0,0,0,0,0,1978
465,178740,7,1414,0,0,0,2004,120,0,0,0,5,0,0,3072,2,0,0,0,398,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,18.0,0,0,1,0,1375,0,0,0,1,0,0,6,0,0,0,144,0,0,0,0,0,2004
466,167000,7,1277,0,778,0,1970,20,0,0,1,5,0,0,10628,2,0,0,0,526,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0.0,0,0,0,0,499,0,0,0,1,0,0,5,176,1,0,0,0,0,0,0,0,1970
467,146500,5,1644,0,386,0,1942,70,0,0,0,7,0,0,9480,3,0,0,0,312,0,0,1,0,0,1,0,0,0,1,0,0,0,2,0,1,224.0,0,0,0,0,342,0,0,0,1,0,0,7,0,0,0,168,0,0,0,0,0,1995
468,250000,8,1634,0,0,0,2006,20,0,0,0,5,0,0,11428,3,1,0,0,866,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,248.0,0,0,1,0,1626,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,2006
469,187000,6,1710,0,426,0,1993,60,0,0,0,5,0,0,9291,3,0,0,0,506,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,120.0,0,0,1,0,406,0,0,0,1,0,0,7,0,0,1,144,0,0,0,0,0,1993
